;BI7DR;CPI;GDP;SGRIDR;UNEMP;USDIDR;BI7DR_lag_1M;BI7DR_lag_3M;BI7DR_lag_6M;BI7DR_lag_12M;BI7DR_delta_1Q;BI7DR_delta_2Q;BI7DR_delta_3Q;BI7DR_delta_4Q;BI7DR_growth_1Q;BI7DR_growth_2Q;BI7DR_growth_3Q;BI7DR_growth_4Q;BI7DR_delta_1Q_1M;BI7DR_delta_2Q_1M;BI7DR_delta_3Q_1M;BI7DR_delta_4Q_1M;BI7DR_growth_1Q_1M;BI7DR_growth_2Q_1M;BI7DR_growth_3Q_1M;BI7DR_growth_4Q_1M;BI7DR_delta_1Q_3M;BI7DR_delta_2Q_3M;BI7DR_delta_3Q_3M;BI7DR_delta_4Q_3M;BI7DR_growth_1Q_3M;BI7DR_growth_2Q_3M;BI7DR_growth_3Q_3M;BI7DR_growth_4Q_3M;BI7DR_delta_1Q_6M;BI7DR_delta_2Q_6M;BI7DR_delta_3Q_6M;BI7DR_delta_4Q_6M;BI7DR_growth_1Q_6M;BI7DR_growth_2Q_6M;BI7DR_growth_3Q_6M;BI7DR_growth_4Q_6M;BI7DR_delta_1Q_12M;BI7DR_delta_2Q_12M;BI7DR_delta_3Q_12M;BI7DR_delta_4Q_12M;BI7DR_growth_1Q_12M;BI7DR_growth_2Q_12M;BI7DR_growth_3Q_12M;BI7DR_growth_4Q_12M;CPI_lag_1M;CPI_lag_3M;CPI_lag_6M;CPI_lag_12M;CPI_delta_1Q;CPI_delta_2Q;CPI_delta_3Q;CPI_delta_4Q;CPI_growth_1Q;CPI_growth_2Q;CPI_growth_3Q;CPI_growth_4Q;CPI_delta_1Q_1M;CPI_delta_2Q_1M;CPI_delta_3Q_1M;CPI_delta_4Q_1M;CPI_growth_1Q_1M;CPI_growth_2Q_1M;CPI_growth_3Q_1M;CPI_growth_4Q_1M;CPI_delta_1Q_3M;CPI_delta_2Q_3M;CPI_delta_3Q_3M;CPI_delta_4Q_3M;CPI_growth_1Q_3M;CPI_growth_2Q_3M;CPI_growth_3Q_3M;CPI_growth_4Q_3M;CPI_delta_1Q_6M;CPI_delta_2Q_6M;CPI_delta_3Q_6M;CPI_delta_4Q_6M;CPI_growth_1Q_6M;CPI_growth_2Q_6M;CPI_growth_3Q_6M;CPI_growth_4Q_6M;CPI_delta_1Q_12M;CPI_delta_2Q_12M;CPI_delta_3Q_12M;CPI_delta_4Q_12M;CPI_growth_1Q_12M;CPI_growth_2Q_12M;CPI_growth_3Q_12M;CPI_growth_4Q_12M;GDP_lag_1M;GDP_lag_3M;GDP_lag_6M;GDP_lag_12M;GDP_delta_1Q;GDP_delta_2Q;GDP_delta_3Q;GDP_delta_4Q;GDP_growth_1Q;GDP_growth_2Q;GDP_growth_3Q;GDP_growth_4Q;GDP_delta_1Q_1M;GDP_delta_2Q_1M;GDP_delta_3Q_1M;GDP_delta_4Q_1M;GDP_growth_1Q_1M;GDP_growth_2Q_1M;GDP_growth_3Q_1M;GDP_growth_4Q_1M;GDP_delta_1Q_3M;GDP_delta_2Q_3M;GDP_delta_3Q_3M;GDP_delta_4Q_3M;GDP_growth_1Q_3M;GDP_growth_2Q_3M;GDP_growth_3Q_3M;GDP_growth_4Q_3M;GDP_delta_1Q_6M;GDP_delta_2Q_6M;GDP_delta_3Q_6M;GDP_delta_4Q_6M;GDP_growth_1Q_6M;GDP_growth_2Q_6M;GDP_growth_3Q_6M;GDP_growth_4Q_6M;GDP_delta_1Q_12M;GDP_delta_2Q_12M;GDP_delta_3Q_12M;GDP_delta_4Q_12M;GDP_growth_1Q_12M;GDP_growth_2Q_12M;GDP_growth_3Q_12M;GDP_growth_4Q_12M;SGRIDR_lag_1M;SGRIDR_lag_3M;SGRIDR_lag_6M;SGRIDR_lag_12M;SGRIDR_delta_1Q;SGRIDR_delta_2Q;SGRIDR_delta_3Q;SGRIDR_delta_4Q;SGRIDR_growth_1Q;SGRIDR_growth_2Q;SGRIDR_growth_3Q;SGRIDR_growth_4Q;SGRIDR_delta_1Q_1M;SGRIDR_delta_2Q_1M;SGRIDR_delta_3Q_1M;SGRIDR_delta_4Q_1M;SGRIDR_growth_1Q_1M;SGRIDR_growth_2Q_1M;SGRIDR_growth_3Q_1M;SGRIDR_growth_4Q_1M;SGRIDR_delta_1Q_3M;SGRIDR_delta_2Q_3M;SGRIDR_delta_3Q_3M;SGRIDR_delta_4Q_3M;SGRIDR_growth_1Q_3M;SGRIDR_growth_2Q_3M;SGRIDR_growth_3Q_3M;SGRIDR_growth_4Q_3M;SGRIDR_delta_1Q_6M;SGRIDR_delta_2Q_6M;SGRIDR_delta_3Q_6M;SGRIDR_delta_4Q_6M;SGRIDR_growth_1Q_6M;SGRIDR_growth_2Q_6M;SGRIDR_growth_3Q_6M;SGRIDR_growth_4Q_6M;SGRIDR_delta_1Q_12M;SGRIDR_delta_2Q_12M;SGRIDR_delta_3Q_12M;SGRIDR_delta_4Q_12M;SGRIDR_growth_1Q_12M;SGRIDR_growth_2Q_12M;SGRIDR_growth_3Q_12M;SGRIDR_growth_4Q_12M;UNEMP_lag_1M;UNEMP_lag_3M;UNEMP_lag_6M;UNEMP_lag_12M;UNEMP_delta_1Q;UNEMP_delta_2Q;UNEMP_delta_3Q;UNEMP_delta_4Q;UNEMP_growth_1Q;UNEMP_growth_2Q;UNEMP_growth_3Q;UNEMP_growth_4Q;UNEMP_delta_1Q_1M;UNEMP_delta_2Q_1M;UNEMP_delta_3Q_1M;UNEMP_delta_4Q_1M;UNEMP_growth_1Q_1M;UNEMP_growth_2Q_1M;UNEMP_growth_3Q_1M;UNEMP_growth_4Q_1M;UNEMP_delta_1Q_3M;UNEMP_delta_2Q_3M;UNEMP_delta_3Q_3M;UNEMP_delta_4Q_3M;UNEMP_growth_1Q_3M;UNEMP_growth_2Q_3M;UNEMP_growth_3Q_3M;UNEMP_growth_4Q_3M;UNEMP_delta_1Q_6M;UNEMP_delta_2Q_6M;UNEMP_delta_3Q_6M;UNEMP_delta_4Q_6M;UNEMP_growth_1Q_6M;UNEMP_growth_2Q_6M;UNEMP_growth_3Q_6M;UNEMP_growth_4Q_6M;UNEMP_delta_1Q_12M;UNEMP_delta_2Q_12M;UNEMP_delta_3Q_12M;UNEMP_delta_4Q_12M;UNEMP_growth_1Q_12M;UNEMP_growth_2Q_12M;UNEMP_growth_3Q_12M;UNEMP_growth_4Q_12M;USDIDR_lag_1M;USDIDR_lag_3M;USDIDR_lag_6M;USDIDR_lag_12M;USDIDR_delta_1Q;USDIDR_delta_2Q;USDIDR_delta_3Q;USDIDR_delta_4Q;USDIDR_growth_1Q;USDIDR_growth_2Q;USDIDR_growth_3Q;USDIDR_growth_4Q;USDIDR_delta_1Q_1M;USDIDR_delta_2Q_1M;USDIDR_delta_3Q_1M;USDIDR_delta_4Q_1M;USDIDR_growth_1Q_1M;USDIDR_growth_2Q_1M;USDIDR_growth_3Q_1M;USDIDR_growth_4Q_1M;USDIDR_delta_1Q_3M;USDIDR_delta_2Q_3M;USDIDR_delta_3Q_3M;USDIDR_delta_4Q_3M;USDIDR_growth_1Q_3M;USDIDR_growth_2Q_3M;USDIDR_growth_3Q_3M;USDIDR_growth_4Q_3M;USDIDR_delta_1Q_6M;USDIDR_delta_2Q_6M;USDIDR_delta_3Q_6M;USDIDR_delta_4Q_6M;USDIDR_growth_1Q_6M;USDIDR_growth_2Q_6M;USDIDR_growth_3Q_6M;USDIDR_growth_4Q_6M;USDIDR_delta_1Q_12M;USDIDR_delta_2Q_12M;USDIDR_delta_3Q_12M;USDIDR_delta_4Q_12M;USDIDR_growth_1Q_12M;USDIDR_growth_2Q_12M;USDIDR_growth_3Q_12M;USDIDR_growth_4Q_12M
30/09/2015;;0,307638889;0,220833333;10297.31;6.066.666.666.666.660;14651.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.18;07.26;06.38;04.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.766.666.666.666.660;0,218055556;0,224305556;0,23125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9959.49.00;9914.81;9504.00.00;9564.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.18;6.056.666.666.666.660;5.871.666.666.666.660;5.918.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14053.0;13333.0;13075.0;12183.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2015;;06.25;4.903.333.333.333.330;10.049.545;5.953.333.333.333.330;14246.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,307638889;07.26;0,304861111;0,224305556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,220833333;4.753.333.333.333.330;04.08;0,234027778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10297.31;9830.89;9800.86;9423.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.066.666.666.666.660;6.118.333.333.333.330;5.933.333.333.333.330;58.966.666.666.666.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14651.0;13531.0;12964.0;12085.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2015;;0,228472222;5.026.666.666.666.660;9801.78;0,266666667;13841.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.25;07.18;07.15;06.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.903.333.333.333.330;4.766.666.666.666.660;47.700.000.000.000.000;05.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.049.545;9959.49.00;9.857.835;9.399.654.999.999.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.953.333.333.333.330;06.18;5.994.999.999.999.990;5.875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14246.0;14053.0;13148.5;12235.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2015;;03.35;05.15;9765.42.00;5.726.666.666.666.660;13788.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,228472222;0,307638889;07.26;08.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.026.666.666.666.660;0,220833333;0,218055556;05.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9801.78;10297.31;9914.81;9375.48.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,266666667;6.066.666.666.666.660;6.056.666.666.666.660;58.533.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13841.0;14651.0;13333.0;12385.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2016;;04.14;05.08;9.642.835;5.613.333.333.333.330;13582.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.35;06.25;07.26;0,316666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.15;4.903.333.333.333.330;4.753.333.333.333.330;4.976.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9765.42.00;10.049.545;9830.89;9418.32.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.726.666.666.666.660;5.953.333.333.333.330;6.118.333.333.333.330;5.831.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13788.0;14246.0;13531.0;12615.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/02/2016;;04.42;5.010.000.000.000.000;9520.25.00;05.05;13376.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.14;0,228472222;07.18;06.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.08;5.026.666.666.666.660;4.766.666.666.666.660;4.903.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.642.835;9801.78;9959.49.00;9461.16.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.613.333.333.333.330;0,266666667;06.18;0,264583333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13582.0;13841.0;14053.0;12845.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2016;;04.45;0,231944444;9844.71;55.183.333.333.333.300;13260.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.42;03.35;0,307638889;06.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.010.000.000.000.000;05.15;0,220833333;0,224305556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9520.25.00;9765.42.00;10297.31;9504.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.05;5.726.666.666.666.660;6.066.666.666.666.660;5.871.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13376.0;13788.0;14651.0;13075.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2016;;03.06;05.03;9.864.735;5.536.666.666.666.660;13459.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.45;04.14;06.25;0,304861111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,231944444;05.08;4.903.333.333.333.330;04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9844.71;9.642.835;10.049.545;9800.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.183.333.333.333.300;5.613.333.333.333.330;5.953.333.333.333.330;5.933.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13260.0;13582.0;14246.0;12964.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2016;05.05;03.33;05.12;9884.76;5.555;13658.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.06;04.42;0,228472222;07.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.03;5.010.000.000.000.000;5.026.666.666.666.660;47.700.000.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.864.735;9520.25.00;9801.78;9.857.835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.536.666.666.666.660;05.05;0,266666667;5.994.999.999.999.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13459.0;13376.0;13841.0;13148.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2016;05.25;03.45;05.21;9788.26.00;5.573.333.333.333.330;13220.0;05.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.33;04.45;03.35;07.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.12;0,231944444;05.15;0,218055556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9884.76;9844.71;9765.42.00;9914.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.555;55.183.333.333.333.300;5.726.666.666.666.660;6.056.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13658.0;13260.0;13788.0;13333.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2016;05.25;03.21;05.15;9.762.555;5.591.666.666.666.660;13242.5;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.45;03.06;04.14;07.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.21;05.03;05.08;4.753.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9788.26.00;9.864.735;9.642.835;9830.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.573.333.333.333.330;5.536.666.666.666.660;5.613.333.333.333.330;6.118.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13220.0;13459.0;13582.0;13531.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2016;05.25;0,138194444;05.09;9736.85;0,250694444;13265.0;05.25;05.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.21;03.33;04.42;07.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.15;05.12;5.010.000.000.000.000;4.766.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.762.555;9884.76;9520.25.00;9959.49.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.591.666.666.666.660;5.555;05.05;06.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13242.5;13658.0;13376.0;14053.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2016;05.00;03.07;05.03;9554.51.00;55.633.333.333.333.300;13051.0;05.25;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,138194444;03.45;04.45;0,307638889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.09;05.21;0,231944444;0,220833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9736.85;9788.26.00;9844.71;10297.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,250694444;5.573.333.333.333.330;55.183.333.333.333.300;6.066.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13265.0;13220.0;13260.0;14651.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2016;0,21875;03.31;05.00;9368.00.00;5.516.666.666.666.660;13048.0;05.00;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.07;03.21;03.06;06.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.03;05.15;05.03;4.903.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9554.51.00;9.762.555;9.864.735;10.049.545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.633.333.333.333.300;5.591.666.666.666.660;5.536.666.666.666.660;5.953.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051.0;13242.5;13459.0;14246.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2016;0,21875;03.58;4.970.000.000.000.000;9511.97;5.470.000.000.000.000;13553.0;0,21875;05.25;05.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.31;0,138194444;03.33;0,228472222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.00;05.09;05.12;5.026.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9368.00.00;9736.85;9884.76;9801.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.516.666.666.666.660;0,250694444;5.555;0,266666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13048.0;13265.0;13658.0;13841.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2016;0,21875;03.02;0,231944444;9463.73;5.423.333.333.333.330;13452.5;0,21875;05.00;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.58;03.07;03.45;03.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.970.000.000.000.000;05.03;05.21;05.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9511.97;9554.51.00;9788.26.00;9765.42.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.470.000.000.000.000;55.633.333.333.333.300;5.573.333.333.333.330;5.726.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13553.0;13051.0;13220.0;13788.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2017;0,21875;03.49;4.963.333.333.333.330;9415.49.00;5.376.666.666.666.660;13352.0;0,21875;0,21875;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.02;03.31;03.21;04.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,231944444;05.00;05.15;05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9463.73;9368.00.00;9.762.555;9.642.835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.423.333.333.333.330;5.516.666.666.666.660;5.591.666.666.666.660;5.613.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13452.5;13048.0;13242.5;13582.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2017;0,21875;0,182638889;4.986.666.666.666.660;9512.26.00;05.33;13336.0;0,21875;0,21875;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.49;03.58;0,138194444;04.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.963.333.333.333.330;4.970.000.000.000.000;05.09;5.010.000.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9415.49.00;9511.97;9736.85;9520.25.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.376.666.666.666.660;5.470.000.000.000.000;0,250694444;05.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13352.0;13553.0;13265.0;13376.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2017;0,21875;0,167361111;05.01;9532.12.00;5.358.333.333.333.330;13326.0;0,21875;0,21875;05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,182638889;03.02;03.07;04.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.986.666.666.666.660;0,231944444;05.03;0,231944444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9512.26.00;9463.73;9554.51.00;9844.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.33;5.423.333.333.333.330;55.633.333.333.333.300;55.183.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13336.0;13452.5;13051.0;13260.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2017;0,21875;04.17;05.01;9.577.225;5.386.666.666.666.660;13324.5;0,21875;0,21875;0,21875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,167361111;03.49;03.31;03.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.01;4.963.333.333.333.330;05.00;05.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9532.12.00;9415.49.00;9368.00.00;9.864.735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.358.333.333.333.330;5.376.666.666.666.660;5.516.666.666.666.660;5.536.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13326.0;13352.0;13048.0;13459.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2017;0,21875;04.33;05.01;9622.33.00;5.415;13323.0;0,21875;0,21875;0,21875;05.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.17;0,182638889;03.58;03.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.01;4.986.666.666.666.660;4.970.000.000.000.000;05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.577.225;9512.26.00;9511.97;9884.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.386.666.666.666.660;05.33;5.470.000.000.000.000;5.555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13324.5;13336.0;13553.0;13658.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2017;0,21875;04.37;05.01;9694.07.00;5.443.333.333.333.330;13328.0;0,21875;0,21875;0,21875;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.33;0,167361111;03.02;03.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.01;05.01;0,231944444;05.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9622.33.00;9532.12.00;9463.73;9788.26.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.415;5.358.333.333.333.330;5.423.333.333.333.330;5.573.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13323.0;13326.0;13452.5;13220.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2017;0,21875;0,186111111;5.026.666.666.666.660;9819.45.00;5.471.666.666.666.660;13325.0;0,21875;0,21875;0,21875;05.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.37;04.17;03.49;03.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.01;05.01;4.963.333.333.333.330;05.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9694.07.00;9.577.225;9415.49.00;9.762.555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.443.333.333.333.330;5.386.666.666.666.660;5.376.666.666.666.660;5.591.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13328.0;13324.5;13352.0;13242.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
