;BI7DR;CPI;GDP;SGRIDR;UNEMP;USDIDR;BI7DR_lag_1M;BI7DR_lag_3M;BI7DR_lag_6M;BI7DR_lag_12M;BI7DR_delta_1Q;BI7DR_delta_2Q;BI7DR_delta_3Q;BI7DR_delta_4Q;BI7DR_growth_1Q;BI7DR_growth_2Q;BI7DR_growth_3Q;BI7DR_growth_4Q;BI7DR_delta_1Q_1M;BI7DR_delta_2Q_1M;BI7DR_delta_3Q_1M;BI7DR_delta_4Q_1M;BI7DR_growth_1Q_1M;BI7DR_growth_2Q_1M;BI7DR_growth_3Q_1M;BI7DR_growth_4Q_1M;BI7DR_delta_1Q_3M;BI7DR_delta_2Q_3M;BI7DR_delta_3Q_3M;BI7DR_delta_4Q_3M;BI7DR_growth_1Q_3M;BI7DR_growth_2Q_3M;BI7DR_growth_3Q_3M;BI7DR_growth_4Q_3M;BI7DR_delta_1Q_6M;BI7DR_delta_2Q_6M;BI7DR_delta_3Q_6M;BI7DR_delta_4Q_6M;BI7DR_growth_1Q_6M;BI7DR_growth_2Q_6M;BI7DR_growth_3Q_6M;BI7DR_growth_4Q_6M;BI7DR_delta_1Q_12M;BI7DR_delta_2Q_12M;BI7DR_delta_3Q_12M;BI7DR_delta_4Q_12M;BI7DR_growth_1Q_12M;BI7DR_growth_2Q_12M;BI7DR_growth_3Q_12M;BI7DR_growth_4Q_12M;CPI_lag_1M;CPI_lag_3M;CPI_lag_6M;CPI_lag_12M;CPI_delta_1Q;CPI_delta_2Q;CPI_delta_3Q;CPI_delta_4Q;CPI_growth_1Q;CPI_growth_2Q;CPI_growth_3Q;CPI_growth_4Q;CPI_delta_1Q_1M;CPI_delta_2Q_1M;CPI_delta_3Q_1M;CPI_delta_4Q_1M;CPI_growth_1Q_1M;CPI_growth_2Q_1M;CPI_growth_3Q_1M;CPI_growth_4Q_1M;CPI_delta_1Q_3M;CPI_delta_2Q_3M;CPI_delta_3Q_3M;CPI_delta_4Q_3M;CPI_growth_1Q_3M;CPI_growth_2Q_3M;CPI_growth_3Q_3M;CPI_growth_4Q_3M;CPI_delta_1Q_6M;CPI_delta_2Q_6M;CPI_delta_3Q_6M;CPI_delta_4Q_6M;CPI_growth_1Q_6M;CPI_growth_2Q_6M;CPI_growth_3Q_6M;CPI_growth_4Q_6M;CPI_delta_1Q_12M;CPI_delta_2Q_12M;CPI_delta_3Q_12M;CPI_delta_4Q_12M;CPI_growth_1Q_12M;CPI_growth_2Q_12M;CPI_growth_3Q_12M;CPI_growth_4Q_12M;GDP_lag_1M;GDP_lag_3M;GDP_lag_6M;GDP_lag_12M;GDP_delta_1Q;GDP_delta_2Q;GDP_delta_3Q;GDP_delta_4Q;GDP_growth_1Q;GDP_growth_2Q;GDP_growth_3Q;GDP_growth_4Q;GDP_delta_1Q_1M;GDP_delta_2Q_1M;GDP_delta_3Q_1M;GDP_delta_4Q_1M;GDP_growth_1Q_1M;GDP_growth_2Q_1M;GDP_growth_3Q_1M;GDP_growth_4Q_1M;GDP_delta_1Q_3M;GDP_delta_2Q_3M;GDP_delta_3Q_3M;GDP_delta_4Q_3M;GDP_growth_1Q_3M;GDP_growth_2Q_3M;GDP_growth_3Q_3M;GDP_growth_4Q_3M;GDP_delta_1Q_6M;GDP_delta_2Q_6M;GDP_delta_3Q_6M;GDP_delta_4Q_6M;GDP_growth_1Q_6M;GDP_growth_2Q_6M;GDP_growth_3Q_6M;GDP_growth_4Q_6M;GDP_delta_1Q_12M;GDP_delta_2Q_12M;GDP_delta_3Q_12M;GDP_delta_4Q_12M;GDP_growth_1Q_12M;GDP_growth_2Q_12M;GDP_growth_3Q_12M;GDP_growth_4Q_12M;SGRIDR_lag_1M;SGRIDR_lag_3M;SGRIDR_lag_6M;SGRIDR_lag_12M;SGRIDR_delta_1Q;SGRIDR_delta_2Q;SGRIDR_delta_3Q;SGRIDR_delta_4Q;SGRIDR_growth_1Q;SGRIDR_growth_2Q;SGRIDR_growth_3Q;SGRIDR_growth_4Q;SGRIDR_delta_1Q_1M;SGRIDR_delta_2Q_1M;SGRIDR_delta_3Q_1M;SGRIDR_delta_4Q_1M;SGRIDR_growth_1Q_1M;SGRIDR_growth_2Q_1M;SGRIDR_growth_3Q_1M;SGRIDR_growth_4Q_1M;SGRIDR_delta_1Q_3M;SGRIDR_delta_2Q_3M;SGRIDR_delta_3Q_3M;SGRIDR_delta_4Q_3M;SGRIDR_growth_1Q_3M;SGRIDR_growth_2Q_3M;SGRIDR_growth_3Q_3M;SGRIDR_growth_4Q_3M;SGRIDR_delta_1Q_6M;SGRIDR_delta_2Q_6M;SGRIDR_delta_3Q_6M;SGRIDR_delta_4Q_6M;SGRIDR_growth_1Q_6M;SGRIDR_growth_2Q_6M;SGRIDR_growth_3Q_6M;SGRIDR_growth_4Q_6M;SGRIDR_delta_1Q_12M;SGRIDR_delta_2Q_12M;SGRIDR_delta_3Q_12M;SGRIDR_delta_4Q_12M;SGRIDR_growth_1Q_12M;SGRIDR_growth_2Q_12M;SGRIDR_growth_3Q_12M;SGRIDR_growth_4Q_12M;UNEMP_lag_1M;UNEMP_lag_3M;UNEMP_lag_6M;UNEMP_lag_12M;UNEMP_delta_1Q;UNEMP_delta_2Q;UNEMP_delta_3Q;UNEMP_delta_4Q;UNEMP_growth_1Q;UNEMP_growth_2Q;UNEMP_growth_3Q;UNEMP_growth_4Q;UNEMP_delta_1Q_1M;UNEMP_delta_2Q_1M;UNEMP_delta_3Q_1M;UNEMP_delta_4Q_1M;UNEMP_growth_1Q_1M;UNEMP_growth_2Q_1M;UNEMP_growth_3Q_1M;UNEMP_growth_4Q_1M;UNEMP_delta_1Q_3M;UNEMP_delta_2Q_3M;UNEMP_delta_3Q_3M;UNEMP_delta_4Q_3M;UNEMP_growth_1Q_3M;UNEMP_growth_2Q_3M;UNEMP_growth_3Q_3M;UNEMP_growth_4Q_3M;UNEMP_delta_1Q_6M;UNEMP_delta_2Q_6M;UNEMP_delta_3Q_6M;UNEMP_delta_4Q_6M;UNEMP_growth_1Q_6M;UNEMP_growth_2Q_6M;UNEMP_growth_3Q_6M;UNEMP_growth_4Q_6M;UNEMP_delta_1Q_12M;UNEMP_delta_2Q_12M;UNEMP_delta_3Q_12M;UNEMP_delta_4Q_12M;UNEMP_growth_1Q_12M;UNEMP_growth_2Q_12M;UNEMP_growth_3Q_12M;UNEMP_growth_4Q_12M;USDIDR_lag_1M;USDIDR_lag_3M;USDIDR_lag_6M;USDIDR_lag_12M;USDIDR_delta_1Q;USDIDR_delta_2Q;USDIDR_delta_3Q;USDIDR_delta_4Q;USDIDR_growth_1Q;USDIDR_growth_2Q;USDIDR_growth_3Q;USDIDR_growth_4Q;USDIDR_delta_1Q_1M;USDIDR_delta_2Q_1M;USDIDR_delta_3Q_1M;USDIDR_delta_4Q_1M;USDIDR_growth_1Q_1M;USDIDR_growth_2Q_1M;USDIDR_growth_3Q_1M;USDIDR_growth_4Q_1M;USDIDR_delta_1Q_3M;USDIDR_delta_2Q_3M;USDIDR_delta_3Q_3M;USDIDR_delta_4Q_3M;USDIDR_growth_1Q_3M;USDIDR_growth_2Q_3M;USDIDR_growth_3Q_3M;USDIDR_growth_4Q_3M;USDIDR_delta_1Q_6M;USDIDR_delta_2Q_6M;USDIDR_delta_3Q_6M;USDIDR_delta_4Q_6M;USDIDR_growth_1Q_6M;USDIDR_growth_2Q_6M;USDIDR_growth_3Q_6M;USDIDR_growth_4Q_6M;USDIDR_delta_1Q_12M;USDIDR_delta_2Q_12M;USDIDR_delta_3Q_12M;USDIDR_delta_4Q_12M;USDIDR_growth_1Q_12M;USDIDR_growth_2Q_12M;USDIDR_growth_3Q_12M;USDIDR_growth_4Q_12M
30/11/2007;;0,299305556;06.14;6465.76;8.785;9372.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,311111111;06.51;06.01;05.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.44;6.736.666.666.666.660;6.506.666.666.666.660;5.993.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6254.41.00;6145.33.00;5771.81;5948.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.893.333.333.333.330;09.11;09.43;10.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9099.00.00;9395.00.00;8835.00.00;9169.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2007;;06.59;0,266666667;6528.93;8.676.666.666.666.660;9393.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,299305556;0,315972222;0,261805556;06.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.14;0,301388889;0,300694444;06.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6465.76;6199.87;5929.00.00;5.935.475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.785;9.001.666.666.666.660;9.323.333.333.333.330;9.926.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9372.00.00;9247.00.00;9012.00.00;9133.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2008;;07.36;5.966.666.666.666.660;6521.05.00;8.568.333.333.333.330;9267.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.59;0,311111111;06.06;06.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,266666667;06.44;6.733.333.333.333.330;06.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6528.93;6254.41.00;6086.19.00;5921.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.676.666.666.666.660;8.893.333.333.333.330;9.216.666.666.666.660;9.838.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9393.00.00;9099.00.00;9189.00.00;9097.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/02/2008;;07.04;6.093.333.333.333.330;6524.03.00;08.46;9071.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.36;0,299305556;06.51;06.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.966.666.666.666.660;06.14;6.736.666.666.666.660;06.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6521.05.00;6465.76;6145.33.00;5974.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.568.333.333.333.330;8.785;09.11;0,427083333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9267.00.00;9372.00.00;9395.00.00;9153.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2008;;08.17;06.22;6680.48.00;8.448.333.333.333.330;9229.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.04;06.59;0,315972222;06.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.093.333.333.333.330;0,266666667;0,301388889;06.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6524.03.00;6528.93;6199.87;5977.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.46;8.676.666.666.666.660;9.001.666.666.666.660;9.643.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9071.00.00;9393.00.00;9247.00.00;9119.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2008;;0,4;6.246.666.666.666.660;6798.65;8.436.666.666.666.660;9232.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.17;07.36;0,311111111;06.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.22;5.966.666.666.666.660;06.44;6.283.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6680.48.00;6521.05.00;6254.41.00;5981.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.448.333.333.333.330;8.568.333.333.333.330;8.893.333.333.333.330;9.536.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9229.00.00;9267.00.00;9099.00.00;9085.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2008;;10.38;6.273.333.333.333.330;6791.74;8.425;9230.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;07.04;0,299305556;06.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.246.666.666.666.660;6.093.333.333.333.330;06.14;6.506.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6798.65;6524.03.00;6465.76;5771.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.436.666.666.666.660;08.46;8.785;09.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9232.00.00;9071.00.00;9372.00.00;8835.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2008;;11.03;06.03;6784.83;8.413.333.333.333.330;9228.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.38;08.17;06.59;0,261805556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.273.333.333.333.330;06.22;0,266666667;0,300694444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6791.74;6680.48.00;6528.93;5929.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.425;8.448.333.333.333.330;8.676.666.666.666.660;9.323.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9230.00.00;9229.00.00;9393.00.00;9012.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2008;;11.09;6.283.333.333.333.330;6651.31.00;8.401.666.666.666.660;9098.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.03;0,4;07.36;06.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.03;6.246.666.666.666.660;5.966.666.666.666.660;6.733.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6784.83;6798.65;6521.05.00;6086.19.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.413.333.333.333.330;8.436.666.666.666.660;8.568.333.333.333.330;9.216.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9228.00.00;9232.00.00;9267.00.00;9189.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2008;;0,517361111;6.266.666.666.666.660;66.370.650.000.000.000;08.39;9302.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09;10.38;07.04;06.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.283.333.333.333.330;6.273.333.333.333.330;6.093.333.333.333.330;6.736.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6651.31.00;6791.74;6524.03.00;6145.33.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.401.666.666.666.660;8.425;08.46;09.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9098.00.00;9230.00.00;9071.00.00;9395.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2008;;12.14;06.25;6622.82;8.348.333.333.333.330;9506.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,517361111;11.03;08.17;0,315972222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.266.666.666.666.660;06.03;06.22;0,301388889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.370.650.000.000.000;6784.83;6680.48.00;6199.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.39;8.413.333.333.333.330;8.448.333.333.333.330;9.001.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9302.00.00;9228.00.00;9229.00.00;9247.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2008;;0,511805556;5.926.666.666.666.660;7282.25.00;8.306.666.666.666.660;11050.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.14;11.09;0,4;0,311111111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.25;6.283.333.333.333.330;6.246.666.666.666.660;06.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6622.82;6651.31.00;6798.65;6254.41.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.348.333.333.333.330;8.401.666.666.666.660;8.436.666.666.666.660;8.893.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9506.00.00;9098.00.00;9232.00.00;9099.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2008;;0,505555556;56.033.333.333.333.300;7.591.215;8.265;11085.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,511805556;0,517361111;10.38;0,299305556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.926.666.666.666.660;6.266.666.666.666.660;6.273.333.333.333.330;06.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7282.25.00;66.370.650.000.000.000;6791.74;6465.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.306.666.666.666.660;08.39;8.425;8.785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11050.0;9302.00.00;9230.00.00;9372.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2008;;11.06;05.28;7900.18.00;8.223.333.333.333.330;11120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,505555556;12.14;11.03;06.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.033.333.333.333.300;06.25;06.03;0,266666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.591.215;6622.82;6784.83;6528.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.265;8.348.333.333.333.330;8.413.333.333.333.330;8.676.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11085.0;9506.00.00;9228.00.00;9393.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2009;;09.17;5.026.666.666.666.660;78.183.966.666.666.600;8.181.666.666.666.660;11.313.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.06;0,511805556;11.09;07.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.28;5.926.666.666.666.660;6.283.333.333.333.330;5.966.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7900.18.00;7282.25.00;6651.31.00;6521.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.223.333.333.333.330;8.306.666.666.666.660;8.401.666.666.666.660;8.568.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11120.0;11050.0;9098.00.00;9267.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2009;;08.06;4.773.333.333.333.330;7.736.613.333.333.330;08.14;11.506.666.666.666.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.17;0,505555556;0,517361111;07.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.026.666.666.666.660;56.033.333.333.333.300;6.266.666.666.666.660;6.093.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.183.966.666.666.600;7.591.215;66.370.650.000.000.000;6524.03.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.181.666.666.666.660;8.265;08.39;08.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.313.333.333.333.300;11085.0;9302.00.00;9071.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2009;;0,355555556;04.52;7654.83;8.095;11700.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.06;11.06;12.14;08.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.773.333.333.333.330;05.28;06.25;06.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.736.613.333.333.330;7900.18.00;6622.82;6680.48.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.14;8.223.333.333.333.330;8.348.333.333.333.330;8.448.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.506.666.666.666.600;11120.0;9506.00.00;9229.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2009;;07.31;4.393.333.333.333.330;7173.25.00;08.05;10625.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,355555556;09.17;0,511805556;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.52;5.026.666.666.666.660;5.926.666.666.666.660;6.246.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7654.83;78.183.966.666.666.600;7282.25.00;6798.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.095;8.181.666.666.666.660;8.306.666.666.666.660;8.436.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11700.0;11.313.333.333.333.300;11050.0;9232.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2009;;06.04;4.266.666.666.666.660;7.112.655.000.000.000;8.005;10416.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.31;08.06;0,505555556;10.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.393.333.333.333.330;4.773.333.333.333.330;56.033.333.333.333.300;6.273.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7173.25.00;7.736.613.333.333.330;7.591.215;6791.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.05;08.14;8.265;8.425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10625.0;11.506.666.666.666.600;11085.0;9230.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2009;;0,170138889;04.14;7052.06.00;0,358333333;10208.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.04;0,355555556;11.06;11.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.266.666.666.666.660;04.52;05.28;06.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.112.655.000.000.000;7654.83;7900.18.00;6784.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.005;8.095;8.223.333.333.333.330;8.413.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10416.5;11700.0;11120.0;9228.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2009;;0,132638889;4.183.333.333.333.330;6898.21.00;7.915;9928.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,170138889;07.31;09.17;11.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.14;4.393.333.333.333.330;5.026.666.666.666.660;6.283.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7052.06.00;7173.25.00;78.183.966.666.666.600;6651.31.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,358333333;08.05;8.181.666.666.666.660;8.401.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10208.0;10625.0;11.313.333.333.333.300;9098.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2009;;0,135416667;4.226.666.666.666.660;7011.77;0,352083333;10105.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,132638889;06.04;08.06;0,517361111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.183.333.333.333.330;4.266.666.666.666.660;4.773.333.333.333.330;6.266.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6898.21.00;7.112.655.000.000.000;7.736.613.333.333.330;66.370.650.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.915;8.005;08.14;08.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9928.00.00;10416.5;11.506.666.666.666.600;9302.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2009;;0,140972222;04.27;6855.83;7.793.333.333.333.330;9665.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,135416667;0,170138889;0,355555556;12.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.226.666.666.666.660;04.14;04.52;06.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7011.77;7052.06.00;7654.83;6622.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,352083333;0,358333333;8.095;8.348.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10105.0;10208.0;11700.0;9506.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
